text,label
ወንጀል ሰራ,0
ሰምና ፈትል,1
ሆዱ ተቋረጠ,1
ባጭር ቀጨ,1
ቁጥብ,1
ባለ ወግ,1
ነገርን ነገር ያነሳዋል,1
መብቶችን በተቻለ መጠን,0
ኦፓል ውድና ተራ ተብሎ,0
መታ ያለ,1
አቃቢ ህግ,0
ልብ አብግን,1
በጦር ሸከሸከው,1
በነገር ሸቀጠ,1
ልቡ ተሰነጠቀ,1
ለነዚህ ልጄን,0
ፈውስ የሚገኘውም,0
ደብረ ኤልያስ,0
ጥቂት ቆይቶ ይዘንባል,0
ሲበሉ የላኩት,1
ቸገረኝ,0
አማካሪ መምህር,0
እንጀራ በወጥ,0
ኢትዮጵያዊውን መስለው,0
ዳኞች ፊት ቀርበው,0
የማስጠበቅ ባህሪ እዳለውም,0
መከራውን በላ,1
የኋላ ኋላ,1
ልጁን ተቆጣው,1
ቁም ነገራም,1
በራብ አለንጋ ተገረፈ,1
የኔ ውብ ከተማ,0
ይሁንልህ,1
ጎጃም አዘነ,0
በተማሪ መፅሀፍ የሚገኙትን,0
ልጨኛ,1
ርስ በርስ የማቀራረብ ፋይዳ አላቸው,0
ክርክር የሚያደርጉት,0
ህግ ሰበረ,1
ከቋት ከቋቱ,1
መካከል ያለው ግንኙነት,0
ስምህን ቄስ ያንሳው,1
ማርም አልልስ,1
ተቀብላ እያስተናገደቻቸው ትገኛለች,0
የነገር ማቋራጫ,1
ብው አለ,1
መካከል አንዱ ማእድን,0
ስጋ በል,0
ሞት የተፋው,1
የክፍለትምህርቱ አቀራረብ,0
ቤት አሳየ,1
ተለሳለሰ,1
ዛር ስትወልድ ቢያይ የሚያምጥ,1
አንዲት ወጣት ልጅ,0
ተዛማች ወሬ,0
የክፍለትምህርቱ አቀራረብ,0
ግን,0
አፉን ተመተመ,1
ንቃት የሚያበራ ቁም ነገርን,0
ቅርጥ የለሽ,1
መጠነ ቁስ,0
እንኳወ ላጆችዋ,0
ቆንዳ ቆንዴ አለ,1
የመሰረቱን እስቲ ልናገር,0
ለዋሳ,1
ለመናት,1
ፊታውራሪ መሸሻ,0
ጤናህን ነህ ቢለኝ,0
ጋሽ ውብሸት,0
ትክክል እርግጥ,0
ሁለተኛ ስራ,1
አልጫ ድንች,0
ርግጡን ንገረው,1
በተ በረከት,1
ስራ ቤት,1
በሽምግልና ወጣት,0
የደጋ ርጥበት,0
በዳበሳቸው መፃህፍት ተሞልታለች,0
ቀይ ስር,0
በአንፃሩ ደግሞ,0
ባህር ሸሸ,1
በሽታው ቀለለው,1
መዋእለ ንዋይ,0
እጁን ቀሰረብኝ,1
ሳይሆን,1
አጣደፈው,0
ዘና ብለው በራሳቸው,0
መርጃ መሳሪያዎች,0
የወፍ ቋንቋ,1
በላይ ይገመታል,0
እንቅልፍ ነቃ,0
ስለዚህ ሏላዊት ሀገር,0
ገንዘብ ቋጠረ,1
ቀይ ስር,0
የወረዳ አስተዳዳሪ,0
ባህላዊና መንፈሳዊ ይዘት ያለው ክዋኔ,0
ብስል ሰው,1
ሰርተው እንዲመጡ ይንገሯቸው,0
መስታዉት ፊት,0
በሚገባ ስራ ላይ እየዋለ,0
ልብ አቁስል,1
በጥልቀት ማጤን ይጠበቅበታል,0
ርግጡን ንገረው,1
በብስጭት ውጪ ትወጣለች,0
ጥቁር ገበያ,0
ይህን ስርአት ያልነበረውን,0
ከጠረጴዛ ላይ,0
ልቡ ቆሰለ,1
ህዝብን በተግባር ማገልገል,0
የእንግዳ ቁርበት,1
ጥፊ ላሰ,1
ልቡ ተርፏ አለ,1
ቁልቁል ሲሰደን,0
ነጭ እሾህ,1
ቤት መታ,1
ቃናው ተለወጠ,1
ማፍሰስ ጀምሯል,0
ማክበድ የምትችለው አንተ ነህ,0
መስክ አልፋ,1
ተልባ መታ,1
መልካም ባአል,0
ሞባይል ቴፕ ወይም መቅረፀ ድምፅ,0
የሞት ሞት,1
ሰጥ ለጥ ብሎ ተገዛ,1
የወሰደውን ገንዘብ ተፋው,1
ቁልፍ ቦታ,0
የቅርብ ሩቅ,1
በየሄዱበት አገር በቴክኖሎጂና ሳይንስ,0
ሱቅ በደረቴ,1
ጋኑ ተሾመ,1
ቁቲት በጣሽ,1
ወንድ አለ,0
ልቡ ተሸበረ,1
ለትምህርት አገልግሎት,0
ቆመብኝ,1
ርእስ አንቀፅ,1
መከተ,1
በክፍለትምህርት ሁለት,0
ሰንኮፉ አልወጣም,1
በቃ በለው,1
ሿ አደረገ,1
ሁለቱ ድርና ማግ ሁነዋል,1
ሰርገኛ መጣ በርበሬ ቀንጥሱ,1
ከዚህ ቀጥሎ ተሰጥተዋል,0
አራጋፊ,1
ማእዱን አማገጠ,1
ሲስሟት ቀርቶ ሲስቧት,1
አባዛች,1
እርስ በራሱ,0
ለተማሪዎች የሚያዳምጡትን,0
ቋሚ,1
ይቅር አሰኘ,1
በቋንቋ ድምፃዊ መግባቢያነት,0
በሊታ,1
ከድህነትና ኋላ ቀርነት,0
ለአሸናፊ የሚሰጥ የክብር ሽልማት,0
ቀጥሎ ሶስተኛውን ቦታ የያዘ,0
ስራን አግባብተው የሚሰሩ,0
እንዳትቀር አሉ,0
እረስሀለሁ,0
ቀርበታ ሆድ,1
ቢስ አይይህ,1
በእምብርክ አስኬደው,1
ነጣላዋን በተነች,1
በደረቱ አሰጠግቶ,0
ልበ ጥኑ,1
ሰዎች በተለያዩ ጉዳዮች ያላቸው አመለካከት,0
ብዬ,0
ለሚሰሩ ጥያቄዎች ስርአተነጥብን,0
ቤተኛ,1
ፈጠራ ወደኮምፕዩተር ገብቶ,0
በሬ ወለደ,1
የሰው ሚስት አማገጠ,1
ወይዘሮ ላቀች በትካዜ,0
መቼ መጣሽ,0
ቤት በመለስ,0
የጀግኖች ባል,1
ጋብቻሽ ይሁን መልካም ፍሬ,0
በሀብት የበሰበሰ,1
ልብ አውልቅ,1
ከብቱን ለቀቀ,1
የራሳቸውን የማስታወቂያ ድርጅት,0
ስሙን ተከለ,1
መጣላት ፈለገ,0
የጦር ምሰሶ,1
በደስታ መምህር,0
ውሸቱን ቀረደደው,1
መከዳ አቃፊ,1
አርፈ መስቀል,1
ምድር ደህና ዋይ አለ,1
ተቋረጠ,1
መነሻ ነጥቦች,0
ተራ ነገር,0
ወህኒ ቤት ለምን እንደጣሉት,0
ከቤተሰብ ምድቡ,0
ግድግዳው ላይ የተሰቀለውን,0
ቃርያው በሰለ,1
ስራ ፈት,1
ብቅል አውራጅ,1
የጥያቄዎቹ መነሻ መልሶች የሚከተሉት,0
ተቀናሽ የሚሆን የገንዘብ መጠንን,0
ልቡን ሰለበው,1
ዋጋ ቆለለ,1
የእምነት ሀሳብ,0
ያለውን ልዩነት መግለፃቸውን,0
ምድር ተፋህ,1
ባህር ማዶ,1
ነገር ግን,0
ልቡ ወላወለ,1
ልብ አብርድ,1
እልሁን አስቆጠረ,1
በጎ አድራጎት,1
ስራም ይጀምራሉ,0
ቆቡን ቀደደ,1
ለበሽታው የሚዘጋጁ ቅመማዎች,0
ላባ ቀረሽ,1
የሀገራችን ችግር,0
ቀጭን አንጀት,0
የቅርብ አላፊ,0
ስድስት አዳዲስ የላንቃ ደምፆችን,0
ማለዳ ላይ,0
ሀዘን ቤት,0
ኒክ አነቃቂ ንግግሮችን,0
ትዳሩ ሞላ,1
ጥሩ አይደለም,0
ቦይ ቀደደ,1
ምርዝ አደረገ,1
ትኩስ ነገር,0
በደብተራቸው ፅፈው,0
ቃል ማሰሪያ,1
ማርም አይልስ,1
በቶሎ የማያልቅ እህል,0
እዝል ዜማ,0
የሚቀጥሯት ሰዎች,0
ስራተ ቢስ,1
እንደ አግባቡ,0
አግኙ ተገናኙ ኮርቻውን,0
መዝጊያ ቆረቆረ,1
ሁለትምህርትምህርትምህርት ቤት,1
ይቅርታ ጠየቀ,1
ለአህያ ማር አይጥማትም,1
አሰልጥ ባርያ,1
ረጅም ተረከዝ,0
ብን ያርግህ,1
ቃላዊ ግጥሞች ከባህል ጋር የተሳሰሩ,0
ሽል ያለ,1
ብቅሉ አናቱ ላይ ወጣ,1
ቅጥቡ ሞላ,1
ሙሉ ሰው,1
አረገዘች,0
ሳይሆን በተገኘው ስራ,0
በቋንቋ መጠቀሙ,0
ደም ያረገዘ ጣት,1
ቢያክ ቢያክ አለ,1
የጣሪያ ስር,0
ክፍል ከተማ,0
ደራሲ የላቀ የቋንቋ ችሎታ ያስፈልገዋል,0
ቋንቋን የሚጠቀም ፍጡር ባለመኖሩ,0
የሚባልበት አይደለም,0
ጎን ለጎ,0
መልካመ ጋብቻ,0
በተጨማሪ ሌሎችም,0
የተተወ,1
መለየት የሚችል የአእምሮ ክፍል,0
በነገር ቀቀለኝ,1
እንባ ረጨበት,1
ተነስቶ ሄደ,0
ከላይ ሁሉም ቃላት የተመሰረቱባቸው,0
አይቡ መጠጠ,1
ስነግጥም በቋነቋ አማካኝነት,0
ነገር ሰራ,1
ለተማሪዉ ደወለ,0
የልመና እህል,1
የሰው አይን በላው,1
ነክሰዉ የጠላቶቻቸዉን,0
ቀፎ ቆራጭ,1
ዘጠና ደቂቃ,0
አድማ መታ,1
የቀረበውን ማስታወሻ,0
ከአንድ ባለቤት ከአንድ ማሰሪያ አንቀፅ,0
ወደኢትዮጵያ አምጥተዋቸዋል,0
ስለዚህ የሰው ልጅ,0
ቀድመን ማንዘምት,0
ትኩስ ፍቅር,0
ቆዳ,1
ሴራ መታ,1
ከታሪኩ ጠንካራ የስራ ባህልን,0
ሸፈነ,0
ፓለቲካዊ ተሳትፎ,0
የቤት ውልድ,1
ትከሻ ሰጠ,1
የመሰለው ሌላኛው ባለመለዮ,0
እንቅልፍ ወሰደዉ,0
የቤት ጣጣ,1
ተራ ንግግር,1
በህይወት ዉስጥ,0
ስሙን ተከለ,1
አንጎል በራስቅል አጥንት ውስጥ የሚገኝ,0
ብልት አዋቂ,1
የርሱ ነገር በቃኝ,1
ህግ ተላለፈ,1
መኪናውን ቆሰቆሰ,1
ሰአቱ ሞላ,1
አቶ ውብሸት ወርቃለማሁን ያገኛል,0
ሞቴን ሞት ወሰደው,1
በረሀብ ተቀጣ,1
ተክለ ሀይማኖት,0
ቀን ጎደለበት,1
ቁርጥ,1
በአስገዳጅ አስገዳጅ ባልሆነ መልኩ,0
በቁምህ,1
የሚለው,0
ቤቱ ሰው አያውቀውም,1
ልብ አብርድ,1
አይለመድ,1
ስለማይፈቅዱላት አዝና,0
መፍትሄ ሰጭ,0
መነሾ,1
ሞሰበ ወርቅ,0
ተገቢውን ስርአተነጥብ እንዲያስገቡ,0
በርካታ አዳዲስ ቴክኖሎጂዎች,0
ከዋናው ፅሁፍ ጋር በማስተያየት,0
ለመሸፈን ተጣጣረ,0
በእነዚህ የመናዊያን ምክንያት,0
አይደለም,0
ንባብ,0
በ አመቱ,0
በነገር ረጨኝ,1
እጅ ሳመ,1
ጠጉር ሰራ,1
አየር ሀይል,0
ስራ ያስከብራል ስም ያስጠራልና,0
ሀብታም,0
የተለየህ አይደለህም,0
ስመ ጥቁ,1
ባለህበት ርጋ,1
እንትፍትፍ,1
የቀረበውን ምንባብ,0
ልቤ ተሰቀለ,1
ከብቱ ጥርሱን ሰብሯል,1
ቃል ሰጠ,1
ሁሉ አገርሽ,1
ቃል ሰጠ,1
አባቴ እምቢ አለኝ,0
ቂም በቀል,1
ባልና ሚስት ቁልፍ,1
ለእውቀት በቃ,1
ሀብትሽ በሀብቴ,1
ተክለ ሀይማኖት,0
በከፊል የሚከተሉት,0
ቁልፍ ቦታ,1
አማራ,0
ያስችልህ,1
ላይ ያጠነጠነ,0
ሬሳ,1
ሴተ መሬት,1
ከቅርብ ጊዜ ወዲህ ግን,0
ቤቱ ሰው አያውቀውም,1
ንፍቀ ክበብ,0
ድንቄም ሰለጠነች,1
ልብቡ አልሰከነም,1
ይበላል,1
አይቻልም,1
ላስ አደረገው,1
እሳት መታው,1
ሀይ በል አለ,1
ስድ አደግ,1
ጥርሱን አረገፈው,1
በጦር ማገረበት,1
ቆፍጠን በል,0
በመጨረሻም እርማት ያድርጉ,0
የበለጠ ተጠቃሚ እሆናለሁ,0
ተስፈኛ,1
እስከ መሻሻጥ ያሉ ስራዎች,0
ቅቤ አንጓች,1
ሞላጫ ሌባ,1
የሰዉ እብድ,0
የሰው ልጅ የስራ ባህሉን,0
የተረሳውን ጎን ቀሰቀሰ,1
በተማሪዎች መፅሀፍ ላይ,0
የድንጋይ አጥር,0
አእምሮው ተመለሰ,1
ቅሬታ ገባው,1
የመጀመሪያው ተግባር ይዘት,0
የቃል ዘገባ ማቅረብ,0
አስር አመት ላይ,0
ልቡ ወደደ,1
ሞረትና ጅሩ,0
ሰውነቱን በላው,1
ሆዱን ቆለፈ,1
ያለው መሰረታዊ ልዩነት,0
የተፈጥሮ ውሳኔ,0
መስከረም ነጋ,1
አይነ ሰባራ,1
የህይወት መልኮች የሚታዩበት,0
በቀደምለት,1
ልቡ ተሸበረ,1
ሙልጭ አለ,1
ከደረሰ ተራዬ ያጤ ስርአቱን,0
ቀን ለቀን,1
በኢትዮጵያም ዘመናዊ ህክምና,0
ትምህርት ቀለበ,1
ምንህ,1
በፆም በአላት እለት የማይቆረጡ,0
አንድ ሪዛም አዛውንት,0
ምእራብ የሚሰደዱት,0
አባ ተክለሀይማኖት በተባሉ መነኩሴ,0
በንባብ ወጣት የሚገኙት,0
ትከሻ ሰጠ,1
ልቡ ሰባ,1
በይና ተበይ,1
በዱላ አቦነነው,1
አኳኋን,1
ባዶ አፍ,1
እንደዚያ የምባለው,0
መሬት አቀርቅረው,0
እንዲህ ያሉ ነገሮች,0
ምላሱን አሾለ,1
ስድስት ክፍሎች ያሉት,0
ከታሪክ ግጥምጥሞሽ ጋር በማያያዝ,0
ቃል ገባ,1
ባለመኖሩ ምክንያት,0
አብሮ መነሳት ያለበት ነገር,0
ዳንኪራ መታ,1
ዋጋ ቀረፈ,1
የተገኘው በ ኛው ክፍለዘመን,0
ልብ አትክን,1
አጥሩ አረገዘ,1
በሽታ ይዞታል,1
መኝታ ቤት,0
ይብላኝለት,1
ድብልቅ አረፍተነገር ሶስት ግስ,0
አየር መንገድ,0
ይሉኝታ ቢስ,0
ባዶ እጅ,0
ሽልማት ያገኛል,0
በጥበብ መምራት,0
ዋጋ ቀረፈ,1
አዉንታዊ ትርጉም,0
ያንን ጋዜጣ ደግሞ በባህር ዳር,0
ገበያ ቆመ,1
ቤቱን አሸነፈ,1
የልመና የሙሾ,0
እንዲህ ያለ እውቀት የለ,0
አንድ ላይ ይኖሩና,0
የስጋ ቁራጭ,1
እያንዳንዱ ምእራፍ,0
መረጃዎች ያሳያሉ,0
አንደበተ ስል,1
ንሽ,1
ሴት ልጅ,0
የራስ ማስታወሻ,0
አቡነ ሄኖክ,0
ስራዬ ብሎ,1
ስልጣኑ ተያዘ,1
ተገቢ ግብረመልስ ይስጧቸው,0
መስፋፋት የጀመረው,0
ዳገቱ ሲያቀና,1
ከእጁ የገባው ድርሳን,0
ጥቂት ገንዘብ,0
በነገር በከለው,1
መከራ ቀመሰ,1
ገፀባህርያት ሲሳሉ,0
የሆነ ተስፋ,0
ትንሳኤ በአል,0
ህግ ሰበረ,1
መከራ ተቀበለ,1
ቢንጣለል አስፋልቱ,0
አንድ ነጥብ አራት ሚሊየን,0
ይሰበር ደጋሚ,1
የፈጠራ ታሪክ መፃፋቸውን ማረጋገጥ,0
ቆይቶ ቆይቶ,1
ብቅሉ አናቱ ላይ ወጣ,1
ቅኔ ቆጠረ,1
አፍሮ እስያ,0
ህግ ገባ,1
በኮምፕዩተር መጠቀም,0
ተማሪዎችን በመጠየቅ ማረጋገጥ,0
ካኔ ተሳበችበት,0
የወር ደሞዝ,0
ሳይንስና ቴክኖሎጂ,0
ከሁሉም በላይ ብዝሀነትና አንድነት,0
ጥቅል ጎመን,0
ማስከፋት ማስቀየም,0
ህዝባዊ ሀብት ይቻላል,0
መቀነቷ ተፈቷል,1
ወኔው ቀዘቀዘ,1
ከቅፅላዊ ሀረግ,0
አይነ ሌባ,1
እንዳላቸው በማሳየት,0
ትክክል እርግጥ,0
ማድ ረጋጭ,1
ቁራጫም,1
ርካሽ,1
ሴት አስረካሽ,1
ራህመት ለወንድሟ ደብዳቤ ፃፈች,0
ብርድ ቆነደደው,1
መስጠት እየጀመረ ባለበት ጊዜ,0
እሺ በጎ,1
መሀል ሰፋሪ,1
አጋናኝ አረፍተነገር,0
እንቅልፍ ይስባህ,1
ቁራ ይጮህባታል,1
ከሁሉም በላይ በይበልጥ,0
ሴራ,1
ብታደራልኝ አማግሁልህ,1
ባይኔ በብረቱ,1
ሀተታዊ አረፍተነገር,0
ይህ ደግሞ ኒክ ወደተለያዩ ሀገሮች,0
አይስማማኝም,0
ከስልጣኑ ስር አንበረከከው,1
ረሀብ ሸነቆጠው,1
ብይ መጫወቻ,0
ቆዳ,1
ክፉ ቀን,1
መዝገቡ በውድቅት ቀስቅሶ,0
ርጋ,1
ረገጠ,1
በፅሁፉ ውስጥ,0
ቆራጭ ፈላጭ,1
ልበ ከንቱ,1
አልተቀራረቡም,1
ቃል አጋኖ,0
ምስጢር አየ,1
ጥቅም ላይ እንዲውሉ,0
ግድ የለሽ,0
አምላኬ ማረኝ,0
ምድር ዞረበት,1
የምትወደዉን አታገባም,0
የገና ዛፍ,0
ሀዘን ሸነቆጠው,1
በነገር በከለኝ,1
ቆሻሻ ውስጥ,0
ጉረኛ አይደለም,0
የሰው ምሰሶ,1
የሚሰደዱበት ምክንያት የተለያየ,0
በተለያዩ ወረዳዎች,0
የማይሆነው ነገር,1
አሰባሰበ,1
ቃለ መጠይቅ,0
የቤት ሰራተኛ,0
አንዳች ሁነትን,0
ቀሪዎቹን ጥያቄ ሁለትና ሶስት ለመስራት,0
ነገር ቀረቀረብኝ,1
ልቤን ማረከችው,1
ቢል ያለች,1
ያልተለመደ እንግዳ ነገር,0
ሆዱ ጎሸ,1
ውቃቢ የቀረበው,1
ግእዝ አማረኛ,0
ፖስታ ቤት,0
ጉዳዩን አታርቀው,1
ሹል ቂጥ,1
ከዚያም በተማሪዎች ፈቃደኝነትና,0
ከሰው ተስማማ,0
ተማሪዎች በራሳቸው ርእስ,0
ትከሻ ወረደው,1
ብርክ ያዘው,1
ልቡ በረረ,1
ተራ ነገር,1
ልጄ ከመመረቁ በፊት,0
በዱላ ቀለጠ,1
ቁርጥ,1
የቀረቡ,0
ወደሰገነቱ ወጣ ጊዜ አንድ,0
እንዲያግዛቸው ታስቦ,0
ቆሌቢስ,1
ቃል ገባ,1
ስምህን ቄስ ይጥራው,1
ውርደት ተሸከመ,1
ቁመናቢስ,1
ይቅናህ,1
በጥፊ ለጠፈበት,1
በሶስተኛው አለም አገሮች,0
ምኑ ቅጡ,1
ሲያድግ ግን ትርጉሙን በመረዳቱ,0
ቃጠሎ,1
ዉሀ ሙላት,1
እድሜው ቀጠለ,1
አብሮ ሳቀ,1
የሚቀርቡበትና የሚብራሩበት,0
እግዚአብሄር የጣለው አውጠንጣኝ,0
ምድር መታች,1
ምላሱን አሾለ,1
ስልክ መታ,1
ይህንንም ያደረገው ሁሉንም,0
በትከሻዬ,1
ሌሊት ሲቆፍሩ ያደሩት,0
ምስጋና ቢስ,1
ቃለ ከባድ,1
እንደ ዋለ ቀረ,1
ባዶ,1
በግንባር ቀደምትነት ይጠቀሳሉ,0
ይህንን በደንብ ጥናት,0
ብትንትኑ ወጣ,1
ዋጋ ሰቀለ,1
የተለያዩ አይነት መንግስት,0
መጭ አለ,1
ቀንደኛ,1
ከንፈሩን ሚን ሚን አደረገ,1
በዱላ አላሻቀው,1
አሞላ,1
ሾላካ,1
ሊኖሩት ይችላል,0
በአረፍተነገር አይነቶች,0
ባርያ ሰደድ,1
ይሁን እንጂ,0
ተርታ ሰው,1
ካገር በነነ,1
ልበ ቀን,1
እንዲያደርጉ ያድርጉ,0
የሚያሸንፍ ቢሆን,0
ተወያይተው እንዲናገሩ ያድርጓቸው,0
በትር ቀመሰ,1
አቀንቃኝ ሆኖ አይወለድም,0
ትምህርት ቤቶች,0
ይህም የተለየ ጥበብንና ተሰጥኦን,0
አስረጂ አንቀፅ,0
ይበጀኝ,1
አይቀጡ ቅጣት ቀጣ,1
የየራሳቸው ድርሻ ያላቸው,0
እየተዋወቁበት ያለ,0
ስራዉ ወረታ,0
የቋጠረው የማይፈታ,1
ውስጠ ክፉ,0
የታሪክ መፃህፍት,0
ሁኔታው አይፈቅድም,1
ነገር ቆሰቆሰ,1
ደህና ሁኚ,0
በቅሎ ነች,1
ጣእም ለወጠ,0
ልክፍታ,1
ብቻውን,0
ደጀኑን ሰበረ,1
የህዝብ አለም,0
ፋሲል ከተማ,0
ሰአቱ ሞላ,1
ባትህን አሳዬኝ,1
ስለሆነም የሚደርሰው ጉዳት,0
አብራጃ,1
ይዘው አዲስ አበባ ገብተዋል,0
ጉዳይ በቀላሉ የሚታይ,0
ለበሽታዬ ያህል,1
ሹመት አይደነግጥ,1
የሆነ ተስፋ,0
ስራ ስራውን,1
የጣት ቀለበት,0
ቦርቦር አለ,1
የህልም ሩጫ,1
ሀገሬ ኢትዮጵያ,0
በቁሙ,1
ያስችልህ,1
የሰለጠነ የሰው ጉልበት,0
በመምህር መምሪያ ይገኛሉ,0
ልዩነት እንጂ ተቃርኖ የላቸውም,0
በቃል ለሚመለሱ ጥያቄዎች የተሰጡ,0
ፆታዊ ጥቃት,0
ምንጭሩ ድብን አለ,1
ፍፁም ወይም አንድ ወጥ ሆነው,0
ቢጤ ከቢጤው,1
ጥቂት ዝምታ,0
ላባ ቀረሽ,1
ተባራሪ ጥይት,1
መላ ጣይ,1
መነሻ መልሶች,0
እስልምና እምነት,0
ሰው,1
ሱሪ ባንገት ማውለቅ,1
ስር ነቃይ,1
ደመ መምህር,1
ብስል ከጥሬ,1
የባህል ህክምና,0
የቢስ የቸር,1
በተማሪ መማሪያ,0
ፈሊጣዊ ንግግሮች,0
እውነቱን ትቶ ሀሰት ተናገረ,0
የሶቅራጥስ ሞት,0
መለየት ይችላሉ,0
በረዶ ውሀ,0
ቃሉን ሰጠኝ,1
ቀን አይቶ,1
ይሄው ሁለት አመት ሞላው,0
ጓደኛ አለችህ,0
አንድን ቃል በተለያዩ አገባብ ፍቺ መስጠትነው,0
ከተማ በላው,1
አርራገጠ,1
ጠጉር ሰራ,1
እንደአውዱ ተለያይቶ ሊቀርብ ይችላል,0
የጣውንት ግጥሞች ወዘተ,0
ቤተኛ,1
ምድር ተፋችው,1
ልብስ የምታጥብልኝ,0
ነፃ ህይወት,0
እንኳንስ አገር,0
ጥሩ ውጤት ያስገኘውን,0
የነገር ሰረገላ,1
ሁለ በል,0
የቀረው ቢቀር,1
ቆንዳ ቆንዴ አለ,1
በሚገርም ሁኔታ,0
ሰማይ ሰማይ ማየት,0
በተማሪዎች መፅሀፍ ላይ,0
የላይኛው ክፍል,0
በባለፀጋ ልጅ,0
ሰራተኞችን ለስራ ለማነሳሳት,0
ምድር ቀለጠ,1
ጥርቅም ከየአይነቱ የተሰበሰበ,0
ፀጉር ሸሸ,1
ሁሉንም የግእዝ ፈደላት,0
የሴት አለሌ,1
